Source,Target,Weight,Type,Start,End,Label
1,2,1,"undirected",1,20,"node 1 to 2"
1,3,1,"undirected",1,20,"node 1 to 3"
1,4,1,"undirected",1,20,"node 1 to 4"
1,5,1,"undirected",1,20,"node 1 to 5"
1,6,1,"undirected",1,20,"node 1 to 6"
1,7,1,"undirected",1,20,"node 1 to 7"
1,10,1,"undirected",1,20,"node 1 to 10"
1,12,1,"undirected",1,20,"node 1 to 12"
1,13,1,"undirected",1,20,"node 1 to 13"
1,15,1,"undirected",1,20,"node 1 to 15"
1,17,1,"undirected",1,20,"node 1 to 17"
1,18,1,"undirected",1,20,"node 1 to 18"
1,21,1,"undirected",1,20,"node 1 to 21"
1,23,1,"undirected",1,20,"node 1 to 23"
1,24,1,"undirected",1,20,"node 1 to 24"
1,29,1,"undirected",1,20,"node 1 to 29"
1,33,1,"undirected",1,20,"node 1 to 33"
1,34,1,"undirected",1,20,"node 1 to 34"
1,36,1,"undirected",1,20,"node 1 to 36"
1,40,1,"undirected",1,20,"node 1 to 40"
1,43,1,"undirected",1,20,"node 1 to 43"
1,47,1,"undirected",1,20,"node 1 to 47"
1,56,1,"undirected",1,20,"node 1 to 56"
1,68,1,"undirected",1,20,"node 1 to 68"
1,70,1,"undirected",1,20,"node 1 to 70"
1,79,1,"undirected",1,20,"node 1 to 79"
1,84,1,"undirected",1,20,"node 1 to 84"
1,86,1,"undirected",1,20,"node 1 to 86"
1,91,1,"undirected",1,20,"node 1 to 91"
1,92,1,"undirected",1,20,"node 1 to 92"
2,1,1,"undirected",1,20,"node 2 to 1"
2,3,1,"undirected",1,20,"node 2 to 3"
2,4,1,"undirected",1,20,"node 2 to 4"
2,5,1,"undirected",1,20,"node 2 to 5"
2,6,1,"undirected",1,20,"node 2 to 6"
2,7,1,"undirected",1,20,"node 2 to 7"
2,8,1,"undirected",1,20,"node 2 to 8"
2,9,1,"undirected",1,20,"node 2 to 9"
2,10,1,"undirected",1,20,"node 2 to 10"
2,11,1,"undirected",1,20,"node 2 to 11"
2,12,1,"undirected",1,20,"node 2 to 12"
2,13,1,"undirected",1,20,"node 2 to 13"
2,14,1,"undirected",1,20,"node 2 to 14"
2,15,1,"undirected",1,20,"node 2 to 15"
2,16,1,"undirected",1,20,"node 2 to 16"
2,17,1,"undirected",1,20,"node 2 to 17"
2,18,1,"undirected",1,20,"node 2 to 18"
2,19,1,"undirected",1,20,"node 2 to 19"
2,20,1,"undirected",1,20,"node 2 to 20"
2,21,1,"undirected",1,20,"node 2 to 21"
2,22,1,"undirected",1,20,"node 2 to 22"
2,23,1,"undirected",1,20,"node 2 to 23"
2,24,1,"undirected",1,20,"node 2 to 24"
2,26,1,"undirected",1,20,"node 2 to 26"
2,27,1,"undirected",1,20,"node 2 to 27"
2,28,1,"undirected",1,20,"node 2 to 28"
2,29,1,"undirected",1,20,"node 2 to 29"
2,30,1,"undirected",1,20,"node 2 to 30"
2,31,1,"undirected",1,20,"node 2 to 31"
2,32,1,"undirected",1,20,"node 2 to 32"
2,33,1,"undirected",1,20,"node 2 to 33"
2,34,1,"undirected",1,20,"node 2 to 34"
2,35,1,"undirected",1,20,"node 2 to 35"
2,36,1,"undirected",1,20,"node 2 to 36"
2,37,1,"undirected",1,20,"node 2 to 37"
2,38,1,"undirected",1,20,"node 2 to 38"
2,39,1,"undirected",1,20,"node 2 to 39"
2,40,1,"undirected",1,20,"node 2 to 40"
2,41,1,"undirected",1,20,"node 2 to 41"
2,42,1,"undirected",1,20,"node 2 to 42"
2,43,1,"undirected",1,20,"node 2 to 43"
2,44,1,"undirected",1,20,"node 2 to 44"
2,45,1,"undirected",1,20,"node 2 to 45"
2,46,1,"undirected",1,20,"node 2 to 46"
2,47,1,"undirected",1,20,"node 2 to 47"
2,49,1,"undirected",1,20,"node 2 to 49"
2,50,1,"undirected",1,20,"node 2 to 50"
2,51,1,"undirected",1,20,"node 2 to 51"
2,52,1,"undirected",1,20,"node 2 to 52"
2,53,1,"undirected",1,20,"node 2 to 53"
2,55,1,"undirected",1,20,"node 2 to 55"
2,56,1,"undirected",1,20,"node 2 to 56"
2,58,1,"undirected",1,20,"node 2 to 58"
2,59,1,"undirected",1,20,"node 2 to 59"
2,60,1,"undirected",1,20,"node 2 to 60"
2,61,1,"undirected",1,20,"node 2 to 61"
2,62,1,"undirected",1,20,"node 2 to 62"
2,63,1,"undirected",1,20,"node 2 to 63"
2,64,1,"undirected",1,20,"node 2 to 64"
2,65,1,"undirected",1,20,"node 2 to 65"
2,66,1,"undirected",1,20,"node 2 to 66"
2,67,1,"undirected",1,20,"node 2 to 67"
2,68,1,"undirected",1,20,"node 2 to 68"
2,70,1,"undirected",1,20,"node 2 to 70"
2,71,1,"undirected",1,20,"node 2 to 71"
2,74,1,"undirected",1,20,"node 2 to 74"
2,76,1,"undirected",1,20,"node 2 to 76"
2,78,1,"undirected",1,20,"node 2 to 78"
2,79,1,"undirected",1,20,"node 2 to 79"
2,81,1,"undirected",1,20,"node 2 to 81"
2,83,1,"undirected",1,20,"node 2 to 83"
2,84,1,"undirected",1,20,"node 2 to 84"
2,85,1,"undirected",1,20,"node 2 to 85"
2,86,1,"undirected",1,20,"node 2 to 86"
2,87,1,"undirected",1,20,"node 2 to 87"
2,88,1,"undirected",1,20,"node 2 to 88"
2,89,1,"undirected",1,20,"node 2 to 89"
2,90,1,"undirected",1,20,"node 2 to 90"
2,95,1,"undirected",1,20,"node 2 to 95"
2,98,1,"undirected",1,20,"node 2 to 98"
3,1,1,"undirected",1,20,"node 3 to 1"
3,2,1,"undirected",1,20,"node 3 to 2"
3,4,1,"undirected",1,20,"node 3 to 4"
3,5,1,"undirected",1,20,"node 3 to 5"
3,6,1,"undirected",1,20,"node 3 to 6"
3,7,1,"undirected",1,20,"node 3 to 7"
3,8,1,"undirected",1,20,"node 3 to 8"
3,9,1,"undirected",1,20,"node 3 to 9"
3,10,1,"undirected",1,20,"node 3 to 10"
3,11,1,"undirected",1,20,"node 3 to 11"
3,15,1,"undirected",1,20,"node 3 to 15"
3,16,1,"undirected",1,20,"node 3 to 16"
3,18,1,"undirected",1,20,"node 3 to 18"
3,20,1,"undirected",1,20,"node 3 to 20"
3,22,1,"undirected",1,20,"node 3 to 22"
3,25,1,"undirected",1,20,"node 3 to 25"
3,27,1,"undirected",1,20,"node 3 to 27"
3,32,1,"undirected",1,20,"node 3 to 32"
3,35,1,"undirected",1,20,"node 3 to 35"
3,36,1,"undirected",1,20,"node 3 to 36"
3,37,1,"undirected",1,20,"node 3 to 37"
3,38,1,"undirected",1,20,"node 3 to 38"
3,39,1,"undirected",1,20,"node 3 to 39"
3,52,1,"undirected",1,20,"node 3 to 52"
3,54,1,"undirected",1,20,"node 3 to 54"
3,62,1,"undirected",1,20,"node 3 to 62"
3,66,1,"undirected",1,20,"node 3 to 66"
3,71,1,"undirected",1,20,"node 3 to 71"
3,75,1,"undirected",1,20,"node 3 to 75"
3,92,1,"undirected",1,20,"node 3 to 92"
4,1,1,"undirected",1,20,"node 4 to 1"
4,2,1,"undirected",1,20,"node 4 to 2"
4,3,1,"undirected",1,20,"node 4 to 3"
4,5,1,"undirected",1,20,"node 4 to 5"
4,6,1,"undirected",1,20,"node 4 to 6"
4,10,1,"undirected",1,20,"node 4 to 10"
4,11,1,"undirected",1,20,"node 4 to 11"
