Source,Target,Weight,Type,Start,End,Label
1,2,1,"undirected",1,50,"node 1 to 2"
1,3,1,"undirected",1,50,"node 1 to 3"
1,5,1,"undirected",1,50,"node 1 to 5"
1,6,1,"undirected",1,50,"node 1 to 6"
1,8,1,"undirected",1,50,"node 1 to 8"
1,9,1,"undirected",1,50,"node 1 to 9"
1,10,1,"undirected",1,50,"node 1 to 10"
1,11,1,"undirected",1,50,"node 1 to 11"
1,15,1,"undirected",1,50,"node 1 to 15"
1,21,1,"undirected",1,50,"node 1 to 21"
1,28,1,"undirected",1,50,"node 1 to 28"
1,48,1,"undirected",1,50,"node 1 to 48"
1,56,1,"undirected",1,50,"node 1 to 56"
1,59,1,"undirected",1,50,"node 1 to 59"
1,60,1,"undirected",1,50,"node 1 to 60"
1,63,1,"undirected",1,50,"node 1 to 63"
1,77,1,"undirected",1,50,"node 1 to 77"
1,81,1,"undirected",1,50,"node 1 to 81"
2,1,1,"undirected",1,50,"node 2 to 1"
2,3,1,"undirected",1,50,"node 2 to 3"
2,4,1,"undirected",1,50,"node 2 to 4"
2,5,1,"undirected",1,50,"node 2 to 5"
2,6,1,"undirected",1,50,"node 2 to 6"
2,7,1,"undirected",1,50,"node 2 to 7"
2,8,1,"undirected",1,50,"node 2 to 8"
2,9,1,"undirected",1,50,"node 2 to 9"
2,10,1,"undirected",1,50,"node 2 to 10"
2,11,1,"undirected",1,50,"node 2 to 11"
2,12,1,"undirected",1,50,"node 2 to 12"
2,13,1,"undirected",1,50,"node 2 to 13"
2,14,1,"undirected",1,50,"node 2 to 14"
2,15,1,"undirected",1,50,"node 2 to 15"
2,16,1,"undirected",1,50,"node 2 to 16"
2,17,1,"undirected",1,50,"node 2 to 17"
2,19,1,"undirected",1,50,"node 2 to 19"
2,22,1,"undirected",1,50,"node 2 to 22"
2,23,1,"undirected",1,50,"node 2 to 23"
2,24,1,"undirected",1,50,"node 2 to 24"
2,25,1,"undirected",1,50,"node 2 to 25"
2,26,1,"undirected",1,50,"node 2 to 26"
2,29,1,"undirected",1,50,"node 2 to 29"
2,30,1,"undirected",1,50,"node 2 to 30"
2,31,1,"undirected",1,50,"node 2 to 31"
2,32,1,"undirected",1,50,"node 2 to 32"
2,33,1,"undirected",1,50,"node 2 to 33"
2,35,1,"undirected",1,50,"node 2 to 35"
2,37,1,"undirected",1,50,"node 2 to 37"
2,38,1,"undirected",1,50,"node 2 to 38"
2,39,1,"undirected",1,50,"node 2 to 39"
2,40,1,"undirected",1,50,"node 2 to 40"
2,41,1,"undirected",1,50,"node 2 to 41"
2,42,1,"undirected",1,50,"node 2 to 42"
2,43,1,"undirected",1,50,"node 2 to 43"
2,44,1,"undirected",1,50,"node 2 to 44"
2,45,1,"undirected",1,50,"node 2 to 45"
2,46,1,"undirected",1,50,"node 2 to 46"
2,47,1,"undirected",1,50,"node 2 to 47"
2,48,1,"undirected",1,50,"node 2 to 48"
2,49,1,"undirected",1,50,"node 2 to 49"
2,51,1,"undirected",1,50,"node 2 to 51"
2,52,1,"undirected",1,50,"node 2 to 52"
2,54,1,"undirected",1,50,"node 2 to 54"
2,56,1,"undirected",1,50,"node 2 to 56"
2,57,1,"undirected",1,50,"node 2 to 57"
2,59,1,"undirected",1,50,"node 2 to 59"
2,60,1,"undirected",1,50,"node 2 to 60"
2,61,1,"undirected",1,50,"node 2 to 61"
2,62,1,"undirected",1,50,"node 2 to 62"
2,63,1,"undirected",1,50,"node 2 to 63"
2,65,1,"undirected",1,50,"node 2 to 65"
2,66,1,"undirected",1,50,"node 2 to 66"
2,69,1,"undirected",1,50,"node 2 to 69"
2,72,1,"undirected",1,50,"node 2 to 72"
2,78,1,"undirected",1,50,"node 2 to 78"
2,82,1,"undirected",1,50,"node 2 to 82"
2,88,1,"undirected",1,50,"node 2 to 88"
2,90,1,"undirected",1,50,"node 2 to 90"
2,93,1,"undirected",1,50,"node 2 to 93"
2,95,1,"undirected",1,50,"node 2 to 95"
2,97,1,"undirected",1,50,"node 2 to 97"
2,99,1,"undirected",1,50,"node 2 to 99"
3,1,1,"undirected",2,50,"node 3 to 1"
3,2,1,"undirected",2,50,"node 3 to 2"
3,4,1,"undirected",2,50,"node 3 to 4"
3,7,1,"undirected",2,50,"node 3 to 7"
3,8,1,"undirected",2,50,"node 3 to 8"
3,14,1,"undirected",2,50,"node 3 to 14"
3,34,1,"undirected",2,50,"node 3 to 34"
3,45,1,"undirected",2,50,"node 3 to 45"
3,71,1,"undirected",2,50,"node 3 to 71"
3,85,1,"undirected",2,50,"node 3 to 85"
3,95,1,"undirected",2,50,"node 3 to 95"
4,2,1,"undirected",2,50,"node 4 to 2"
4,3,1,"undirected",2,50,"node 4 to 3"
4,13,1,"undirected",2,50,"node 4 to 13"
4,20,1,"undirected",2,50,"node 4 to 20"
4,32,1,"undirected",2,50,"node 4 to 32"
4,70,1,"undirected",2,50,"node 4 to 70"
5,1,1,"undirected",3,50,"node 5 to 1"
5,2,1,"undirected",3,50,"node 5 to 2"
5,89,1,"undirected",3,50,"node 5 to 89"
6,1,1,"undirected",3,50,"node 6 to 1"
6,2,1,"undirected",3,50,"node 6 to 2"
6,12,1,"undirected",3,50,"node 6 to 12"
6,16,1,"undirected",3,50,"node 6 to 16"
6,22,1,"undirected",3,50,"node 6 to 22"
6,33,1,"undirected",3,50,"node 6 to 33"
6,78,1,"undirected",3,50,"node 6 to 78"
6,82,1,"undirected",3,50,"node 6 to 82"
6,86,1,"undirected",3,50,"node 6 to 86"
7,2,1,"undirected",4,50,"node 7 to 2"
7,3,1,"undirected",4,50,"node 7 to 3"
7,9,1,"undirected",4,50,"node 7 to 9"
7,15,1,"undirected",4,50,"node 7 to 15"
7,26,1,"undirected",4,50,"node 7 to 26"
7,27,1,"undirected",4,50,"node 7 to 27"
7,40,1,"undirected",4,50,"node 7 to 40"
7,41,1,"undirected",4,50,"node 7 to 41"
7,44,1,"undirected",4,50,"node 7 to 44"
7,47,1,"undirected",4,50,"node 7 to 47"
7,52,1,"undirected",4,50,"node 7 to 52"
7,91,1,"undirected",4,50,"node 7 to 91"
8,1,1,"undirected",4,50,"node 8 to 1"
8,2,1,"undirected",4,50,"node 8 to 2"
8,3,1,"undirected",4,50,"node 8 to 3"
8,40,1,"undirected",4,50,"node 8 to 40"
8,50,1,"undirected",4,50,"node 8 to 50"
8,58,1,"undirected",4,50,"node 8 to 58"
9,1,1,"undirected",5,50,"node 9 to 1"
9,2,1,"undirected",5,50,"node 9 to 2"
9,7,1,"undirected",5,50,"node 9 to 7"
9,19,1,"undirected",5,50,"node 9 to 19"
9,23,1,"undirected",5,50,"node 9 to 23"
9,24,1,"undirected",5,50,"node 9 to 24"
9,50,1,"undirected",5,50,"node 9 to 50"
9,63,1,"undirected",5,50,"node 9 to 63"
9,65,1,"undirected",5,50,"node 9 to 65"
9,73,1,"undirected",5,50,"node 9 to 73"
9,75,1,"undirected",5,50,"node 9 to 75"
9,96,1,"undirected",5,50,"node 9 to 96"
10,1,1,"undirected",5,50,"node 10 to 1"
10,2,1,"undirected",5,50,"node 10 to 2"
10,19,1,"undirected",5,50,"node 10 to 19"
