Source,Target,Weight,Type,Start,End,Label
1,2,1,"undirected",1,50,"node 1 to 2"
1,3,1,"undirected",1,50,"node 1 to 3"
2,1,1,"undirected",2,50,"node 2 to 1"
2,3,1,"undirected",2,50,"node 2 to 3"
2,4,1,"undirected",2,50,"node 2 to 4"
2,5,1,"undirected",2,50,"node 2 to 5"
2,6,1,"undirected",2,50,"node 2 to 6"
2,9,1,"undirected",2,50,"node 2 to 9"
2,10,1,"undirected",2,50,"node 2 to 10"
2,11,1,"undirected",2,50,"node 2 to 11"
2,13,1,"undirected",2,50,"node 2 to 13"
2,15,1,"undirected",2,50,"node 2 to 15"
2,18,1,"undirected",2,50,"node 2 to 18"
2,19,1,"undirected",2,50,"node 2 to 19"
2,22,1,"undirected",2,50,"node 2 to 22"
2,24,1,"undirected",2,50,"node 2 to 24"
2,26,1,"undirected",2,50,"node 2 to 26"
2,27,1,"undirected",2,50,"node 2 to 27"
2,28,1,"undirected",2,50,"node 2 to 28"
2,30,1,"undirected",2,50,"node 2 to 30"
2,31,1,"undirected",2,50,"node 2 to 31"
2,33,1,"undirected",2,50,"node 2 to 33"
2,34,1,"undirected",2,50,"node 2 to 34"
2,36,1,"undirected",2,50,"node 2 to 36"
2,37,1,"undirected",2,50,"node 2 to 37"
2,40,1,"undirected",2,50,"node 2 to 40"
2,41,1,"undirected",2,50,"node 2 to 41"
2,42,1,"undirected",2,50,"node 2 to 42"
2,43,1,"undirected",2,50,"node 2 to 43"
2,44,1,"undirected",2,50,"node 2 to 44"
2,52,1,"undirected",2,50,"node 2 to 52"
2,53,1,"undirected",2,50,"node 2 to 53"
2,54,1,"undirected",2,50,"node 2 to 54"
2,55,1,"undirected",2,50,"node 2 to 55"
2,60,1,"undirected",2,50,"node 2 to 60"
2,64,1,"undirected",2,50,"node 2 to 64"
2,67,1,"undirected",2,50,"node 2 to 67"
2,70,1,"undirected",2,50,"node 2 to 70"
2,71,1,"undirected",2,50,"node 2 to 71"
2,78,1,"undirected",2,50,"node 2 to 78"
2,82,1,"undirected",2,50,"node 2 to 82"
2,83,1,"undirected",2,50,"node 2 to 83"
2,85,1,"undirected",2,50,"node 2 to 85"
2,86,1,"undirected",2,50,"node 2 to 86"
2,87,1,"undirected",2,50,"node 2 to 87"
2,88,1,"undirected",2,50,"node 2 to 88"
2,90,1,"undirected",2,50,"node 2 to 90"
2,92,1,"undirected",2,50,"node 2 to 92"
2,95,1,"undirected",2,50,"node 2 to 95"
2,98,1,"undirected",2,50,"node 2 to 98"
3,1,1,"undirected",2,50,"node 3 to 1"
3,2,1,"undirected",2,50,"node 3 to 2"
3,7,1,"undirected",2,50,"node 3 to 7"
3,8,1,"undirected",2,50,"node 3 to 8"
3,14,1,"undirected",2,50,"node 3 to 14"
3,15,1,"undirected",2,50,"node 3 to 15"
3,16,1,"undirected",2,50,"node 3 to 16"
3,36,1,"undirected",2,50,"node 3 to 36"
3,47,1,"undirected",2,50,"node 3 to 47"
3,64,1,"undirected",2,50,"node 3 to 64"
3,72,1,"undirected",2,50,"node 3 to 72"
4,2,1,"undirected",3,50,"node 4 to 2"
4,6,1,"undirected",3,50,"node 4 to 6"
4,13,1,"undirected",3,50,"node 4 to 13"
4,23,1,"undirected",3,50,"node 4 to 23"
4,25,1,"undirected",3,50,"node 4 to 25"
4,31,1,"undirected",3,50,"node 4 to 31"
4,32,1,"undirected",3,50,"node 4 to 32"
4,35,1,"undirected",3,50,"node 4 to 35"
4,59,1,"undirected",3,50,"node 4 to 59"
4,99,1,"undirected",3,50,"node 4 to 99"
5,2,1,"undirected",3,50,"node 5 to 2"
5,21,1,"undirected",3,50,"node 5 to 21"
5,44,1,"undirected",3,50,"node 5 to 44"
5,50,1,"undirected",3,50,"node 5 to 50"
5,75,1,"undirected",3,50,"node 5 to 75"
6,2,1,"undirected",4,50,"node 6 to 2"
6,4,1,"undirected",4,50,"node 6 to 4"
6,42,1,"undirected",4,50,"node 6 to 42"
7,3,1,"undirected",4,50,"node 7 to 3"
8,3,1,"undirected",5,50,"node 8 to 3"
9,2,1,"undirected",5,50,"node 9 to 2"
9,12,1,"undirected",5,50,"node 9 to 12"
9,62,1,"undirected",5,50,"node 9 to 62"
9,81,1,"undirected",5,50,"node 9 to 81"
10,2,1,"undirected",6,50,"node 10 to 2"
10,49,1,"undirected",6,50,"node 10 to 49"
11,2,1,"undirected",6,50,"node 11 to 2"
12,9,1,"undirected",7,50,"node 12 to 9"
13,2,1,"undirected",7,50,"node 13 to 2"
13,4,1,"undirected",7,50,"node 13 to 4"
13,17,1,"undirected",7,50,"node 13 to 17"
13,19,1,"undirected",7,50,"node 13 to 19"
13,26,1,"undirected",7,50,"node 13 to 26"
13,74,1,"undirected",7,50,"node 13 to 74"
14,3,1,"undirected",8,50,"node 14 to 3"
15,2,1,"undirected",8,50,"node 15 to 2"
15,3,1,"undirected",8,50,"node 15 to 3"
15,18,1,"undirected",8,50,"node 15 to 18"
15,20,1,"undirected",8,50,"node 15 to 20"
15,30,1,"undirected",8,50,"node 15 to 30"
15,38,1,"undirected",8,50,"node 15 to 38"
15,39,1,"undirected",8,50,"node 15 to 39"
15,58,1,"undirected",8,50,"node 15 to 58"
15,83,1,"undirected",8,50,"node 15 to 83"
15,84,1,"undirected",8,50,"node 15 to 84"
16,3,1,"undirected",9,50,"node 16 to 3"
17,13,1,"undirected",9,50,"node 17 to 13"
18,2,1,"undirected",10,50,"node 18 to 2"
18,15,1,"undirected",10,50,"node 18 to 15"
18,78,1,"undirected",10,50,"node 18 to 78"
19,2,1,"undirected",10,50,"node 19 to 2"
19,13,1,"undirected",10,50,"node 19 to 13"
19,37,1,"undirected",10,50,"node 19 to 37"
19,56,1,"undirected",10,50,"node 19 to 56"
19,68,1,"undirected",10,50,"node 19 to 68"
20,15,1,"undirected",11,50,"node 20 to 15"
21,5,1,"undirected",11,50,"node 21 to 5"
22,2,1,"undirected",12,50,"node 22 to 2"
23,4,1,"undirected",12,50,"node 23 to 4"
24,2,1,"undirected",13,50,"node 24 to 2"
24,29,1,"undirected",13,50,"node 24 to 29"
25,4,1,"undirected",13,50,"node 25 to 4"
26,2,1,"undirected",14,50,"node 26 to 2"
26,13,1,"undirected",14,50,"node 26 to 13"
26,43,1,"undirected",14,50,"node 26 to 43"
27,2,1,"undirected",14,50,"node 27 to 2"
28,2,1,"undirected",15,50,"node 28 to 2"
29,24,1,"undirected",15,50,"node 29 to 24"
30,2,1,"undirected",16,50,"node 30 to 2"
30,15,1,"undirected",16,50,"node 30 to 15"
30,51,1,"undirected",16,50,"node 30 to 51"
31,2,1,"undirected",16,50,"node 31 to 2"
31,4,1,"undirected",16,50,"node 31 to 4"
31,41,1,"undirected",16,50,"node 31 to 41"
31,85,1,"undirected",16,50,"node 31 to 85"
32,4,1,"undirected",17,50,"node 32 to 4"
33,2,1,"undirected",17,50,"node 33 to 2"
33,61,1,"undirected",17,50,"node 33 to 61"
34,2,1,"undirected",18,50,"node 34 to 2"
34,65,1,"undirected",18,50,"node 34 to 65"
35,4,1,"undirected",18,50,"node 35 to 4"
36,2,1,"undirected",19,50,"node 36 to 2"
