Source,Target,Weight,Type,Start,End,Label
1,2,1,"undirected",1,100,"node 1 to 2"
2,1,1,"undirected",2,100,"node 2 to 1"
2,3,1,"undirected",2,100,"node 2 to 3"
2,4,1,"undirected",2,100,"node 2 to 4"
2,5,1,"undirected",2,100,"node 2 to 5"
2,7,1,"undirected",2,100,"node 2 to 7"
2,8,1,"undirected",2,100,"node 2 to 8"
2,9,1,"undirected",2,100,"node 2 to 9"
2,11,1,"undirected",2,100,"node 2 to 11"
2,12,1,"undirected",2,100,"node 2 to 12"
2,16,1,"undirected",2,100,"node 2 to 16"
2,17,1,"undirected",2,100,"node 2 to 17"
2,18,1,"undirected",2,100,"node 2 to 18"
2,19,1,"undirected",2,100,"node 2 to 19"
2,20,1,"undirected",2,100,"node 2 to 20"
2,21,1,"undirected",2,100,"node 2 to 21"
2,22,1,"undirected",2,100,"node 2 to 22"
2,23,1,"undirected",2,100,"node 2 to 23"
2,24,1,"undirected",2,100,"node 2 to 24"
2,25,1,"undirected",2,100,"node 2 to 25"
2,28,1,"undirected",2,100,"node 2 to 28"
2,32,1,"undirected",2,100,"node 2 to 32"
2,36,1,"undirected",2,100,"node 2 to 36"
2,37,1,"undirected",2,100,"node 2 to 37"
2,39,1,"undirected",2,100,"node 2 to 39"
2,40,1,"undirected",2,100,"node 2 to 40"
2,44,1,"undirected",2,100,"node 2 to 44"
2,47,1,"undirected",2,100,"node 2 to 47"
2,53,1,"undirected",2,100,"node 2 to 53"
2,56,1,"undirected",2,100,"node 2 to 56"
2,58,1,"undirected",2,100,"node 2 to 58"
2,59,1,"undirected",2,100,"node 2 to 59"
2,62,1,"undirected",2,100,"node 2 to 62"
2,64,1,"undirected",2,100,"node 2 to 64"
2,65,1,"undirected",2,100,"node 2 to 65"
2,66,1,"undirected",2,100,"node 2 to 66"
2,73,1,"undirected",2,100,"node 2 to 73"
2,74,1,"undirected",2,100,"node 2 to 74"
2,75,1,"undirected",2,100,"node 2 to 75"
2,78,1,"undirected",2,100,"node 2 to 78"
2,79,1,"undirected",2,100,"node 2 to 79"
2,83,1,"undirected",2,100,"node 2 to 83"
2,93,1,"undirected",2,100,"node 2 to 93"
2,96,1,"undirected",2,100,"node 2 to 96"
2,97,1,"undirected",2,100,"node 2 to 97"
2,98,1,"undirected",2,100,"node 2 to 98"
3,2,1,"undirected",3,100,"node 3 to 2"
3,4,1,"undirected",3,100,"node 3 to 4"
4,2,1,"undirected",4,100,"node 4 to 2"
4,3,1,"undirected",4,100,"node 4 to 3"
4,5,1,"undirected",4,100,"node 4 to 5"
4,6,1,"undirected",4,100,"node 4 to 6"
4,8,1,"undirected",4,100,"node 4 to 8"
4,12,1,"undirected",4,100,"node 4 to 12"
4,16,1,"undirected",4,100,"node 4 to 16"
4,18,1,"undirected",4,100,"node 4 to 18"
4,19,1,"undirected",4,100,"node 4 to 19"
4,49,1,"undirected",4,100,"node 4 to 49"
4,50,1,"undirected",4,100,"node 4 to 50"
4,51,1,"undirected",4,100,"node 4 to 51"
4,63,1,"undirected",4,100,"node 4 to 63"
4,82,1,"undirected",4,100,"node 4 to 82"
4,89,1,"undirected",4,100,"node 4 to 89"
4,92,1,"undirected",4,100,"node 4 to 92"
5,2,1,"undirected",5,100,"node 5 to 2"
5,4,1,"undirected",5,100,"node 5 to 4"
5,7,1,"undirected",5,100,"node 5 to 7"
5,9,1,"undirected",5,100,"node 5 to 9"
5,10,1,"undirected",5,100,"node 5 to 10"
5,22,1,"undirected",5,100,"node 5 to 22"
5,64,1,"undirected",5,100,"node 5 to 64"
5,68,1,"undirected",5,100,"node 5 to 68"
5,76,1,"undirected",5,100,"node 5 to 76"
5,84,1,"undirected",5,100,"node 5 to 84"
6,4,1,"undirected",6,100,"node 6 to 4"
7,2,1,"undirected",7,100,"node 7 to 2"
7,5,1,"undirected",7,100,"node 7 to 5"
7,11,1,"undirected",7,100,"node 7 to 11"
7,13,1,"undirected",7,100,"node 7 to 13"
7,14,1,"undirected",7,100,"node 7 to 14"
7,15,1,"undirected",7,100,"node 7 to 15"
7,30,1,"undirected",7,100,"node 7 to 30"
7,33,1,"undirected",7,100,"node 7 to 33"
7,38,1,"undirected",7,100,"node 7 to 38"
7,42,1,"undirected",7,100,"node 7 to 42"
7,48,1,"undirected",7,100,"node 7 to 48"
7,52,1,"undirected",7,100,"node 7 to 52"
7,79,1,"undirected",7,100,"node 7 to 79"
7,81,1,"undirected",7,100,"node 7 to 81"
7,95,1,"undirected",7,100,"node 7 to 95"
8,2,1,"undirected",8,100,"node 8 to 2"
8,4,1,"undirected",8,100,"node 8 to 4"
8,25,1,"undirected",8,100,"node 8 to 25"
8,70,1,"undirected",8,100,"node 8 to 70"
9,2,1,"undirected",9,100,"node 9 to 2"
9,5,1,"undirected",9,100,"node 9 to 5"
9,47,1,"undirected",9,100,"node 9 to 47"
10,5,1,"undirected",10,100,"node 10 to 5"
11,2,1,"undirected",11,100,"node 11 to 2"
11,7,1,"undirected",11,100,"node 11 to 7"
11,99,1,"undirected",11,100,"node 11 to 99"
12,2,1,"undirected",12,100,"node 12 to 2"
12,4,1,"undirected",12,100,"node 12 to 4"
12,41,1,"undirected",12,100,"node 12 to 41"
12,61,1,"undirected",12,100,"node 12 to 61"
12,67,1,"undirected",12,100,"node 12 to 67"
12,72,1,"undirected",12,100,"node 12 to 72"
12,87,1,"undirected",12,100,"node 12 to 87"
13,7,1,"undirected",13,100,"node 13 to 7"
14,7,1,"undirected",14,100,"node 14 to 7"
15,7,1,"undirected",15,100,"node 15 to 7"
16,2,1,"undirected",16,100,"node 16 to 2"
16,4,1,"undirected",16,100,"node 16 to 4"
16,27,1,"undirected",16,100,"node 16 to 27"
17,2,1,"undirected",17,100,"node 17 to 2"
17,32,1,"undirected",17,100,"node 17 to 32"
17,60,1,"undirected",17,100,"node 17 to 60"
18,2,1,"undirected",18,100,"node 18 to 2"
18,4,1,"undirected",18,100,"node 18 to 4"
18,31,1,"undirected",18,100,"node 18 to 31"
18,94,1,"undirected",18,100,"node 18 to 94"
19,2,1,"undirected",19,100,"node 19 to 2"
19,4,1,"undirected",19,100,"node 19 to 4"
19,26,1,"undirected",19,100,"node 19 to 26"
20,2,1,"undirected",20,100,"node 20 to 2"
20,77,1,"undirected",20,100,"node 20 to 77"
21,2,1,"undirected",21,100,"node 21 to 2"
21,35,1,"undirected",21,100,"node 21 to 35"
21,80,1,"undirected",21,100,"node 21 to 80"
22,2,1,"undirected",22,100,"node 22 to 2"
22,5,1,"undirected",22,100,"node 22 to 5"
22,23,1,"undirected",22,100,"node 22 to 23"
22,34,1,"undirected",22,100,"node 22 to 34"
22,54,1,"undirected",22,100,"node 22 to 54"
22,55,1,"undirected",22,100,"node 22 to 55"
23,2,1,"undirected",23,100,"node 23 to 2"
23,22,1,"undirected",23,100,"node 23 to 22"
23,43,1,"undirected",23,100,"node 23 to 43"
23,57,1,"undirected",23,100,"node 23 to 57"
24,2,1,"undirected",24,100,"node 24 to 2"
25,2,1,"undirected",25,100,"node 25 to 2"
25,8,1,"undirected",25,100,"node 25 to 8"
25,29,1,"undirected",25,100,"node 25 to 29"
25,45,1,"undirected",25,100,"node 25 to 45"
26,19,1,"undirected",26,100,"node 26 to 19"
27,16,1,"undirected",27,100,"node 27 to 16"
28,2,1,"undirected",28,100,"node 28 to 2"
29,25,1,"undirected",29,100,"node 29 to 25"
30,7,1,"undirected",30,100,"node 30 to 7"
31,18,1,"undirected",31,100,"node 31 to 18"
32,2,1,"undirected",32,100,"node 32 to 2"
32,17,1,"undirected",32,100,"node 32 to 17"
32,46,1,"undirected",32,100,"node 32 to 46"
33,7,1,"undirected",33,100,"node 33 to 7"
34,22,1,"undirected",34,100,"node 34 to 22"
35,21,1,"undirected",35,100,"node 35 to 21"
36,2,1,"undirected",36,100,"node 36 to 2"
37,2,1,"undirected",37,100,"node 37 to 2"
38,7,1,"undirected",38,100,"node 38 to 7"
39,2,1,"undirected",39,100,"node 39 to 2"
39,71,1,"undirected",39,100,"node 39 to 71"
40,2,1,"undirected",40,100,"node 40 to 2"
40,69,1,"undirected",40,100,"node 40 to 69"
41,12,1,"undirected",41,100,"node 41 to 12"
42,7,1,"undirected",42,100,"node 42 to 7"
43,23,1,"undirected",43,100,"node 43 to 23"
44,2,1,"undirected",44,100,"node 44 to 2"
45,25,1,"undirected",45,100,"node 45 to 25"
46,32,1,"undirected",46,100,"node 46 to 32"
47,2,1,"undirected",47,100,"node 47 to 2"
47,9,1,"undirected",47,100,"node 47 to 9"
47,100,1,"undirected",47,100,"node 47 to 100"
48,7,1,"undirected",48,100,"node 48 to 7"
49,4,1,"undirected",49,100,"node 49 to 4"
50,4,1,"undirected",50,100,"node 50 to 4"
51,4,1,"undirected",51,100,"node 51 to 4"
52,7,1,"undirected",52,100,"node 52 to 7"
53,2,1,"undirected",53,100,"node 53 to 2"
54,22,1,"undirected",54,100,"node 54 to 22"
55,22,1,"undirected",55,100,"node 55 to 22"
56,2,1,"undirected",56,100,"node 56 to 2"
57,23,1,"undirected",57,100,"node 57 to 23"
58,2,1,"undirected",58,100,"node 58 to 2"
59,2,1,"undirected",59,100,"node 59 to 2"
60,17,1,"undirected",60,100,"node 60 to 17"
61,12,1,"undirected",61,100,"node 61 to 12"
62,2,1,"undirected",62,100,"node 62 to 2"
62,86,1,"undirected",62,100,"node 62 to 86"
62,88,1,"undirected",62,100,"node 62 to 88"
63,4,1,"undirected",63,100,"node 63 to 4"
64,2,1,"undirected",64,100,"node 64 to 2"
64,5,1,"undirected",64,100,"node 64 to 5"
64,85,1,"undirected",64,100,"node 64 to 85"
64,91,1,"undirected",64,100,"node 64 to 91"
65,2,1,"undirected",65,100,"node 65 to 2"
66,2,1,"undirected",66,100,"node 66 to 2"
67,12,1,"undirected",67,100,"node 67 to 12"
68,5,1,"undirected",68,100,"node 68 to 5"
69,40,1,"undirected",69,100,"node 69 to 40"
70,8,1,"undirected",70,100,"node 70 to 8"
71,39,1,"undirected",71,100,"node 71 to 39"
72,12,1,"undirected",72,100,"node 72 to 12"
73,2,1,"undirected",73,100,"node 73 to 2"
74,2,1,"undirected",74,100,"node 74 to 2"
75,2,1,"undirected",75,100,"node 75 to 2"
76,5,1,"undirected",76,100,"node 76 to 5"
77,20,1,"undirected",77,100,"node 77 to 20"
78,2,1,"undirected",78,100,"node 78 to 2"
79,2,1,"undirected",79,100,"node 79 to 2"
79,7,1,"undirected",79,100,"node 79 to 7"
79,90,1,"undirected",79,100,"node 79 to 90"
80,21,1,"undirected",80,100,"node 80 to 21"
81,7,1,"undirected",81,100,"node 81 to 7"
82,4,1,"undirected",82,100,"node 82 to 4"
83,2,1,"undirected",83,100,"node 83 to 2"
84,5,1,"undirected",84,100,"node 84 to 5"
85,64,1,"undirected",85,100,"node 85 to 64"
86,62,1,"undirected",86,100,"node 86 to 62"
87,12,1,"undirected",87,100,"node 87 to 12"
88,62,1,"undirected",88,100,"node 88 to 62"
89,4,1,"undirected",89,100,"node 89 to 4"
90,79,1,"undirected",90,100,"node 90 to 79"
91,64,1,"undirected",91,100,"node 91 to 64"
92,4,1,"undirected",92,100,"node 92 to 4"
93,2,1,"undirected",93,100,"node 93 to 2"
94,18,1,"undirected",94,100,"node 94 to 18"
95,7,1,"undirected",95,100,"node 95 to 7"
96,2,1,"undirected",96,100,"node 96 to 2"
97,2,1,"undirected",97,100,"node 97 to 2"
98,2,1,"undirected",98,100,"node 98 to 2"
99,11,1,"undirected",99,100,"node 99 to 11"
100,47,1,"undirected",100,100,"node 100 to 47"
