Source;Target;Label;Type
1;2;"Edge 1 to 2";"Mixed"
1;3;"Edge 1 to 3";"Mixed"
1;4;"Edge 1 to 4";"Mixed"
1;5;"Edge 1 to 5";"Mixed"
1;6;"Edge 1 to 6";"Mixed"
1;9;"Edge 1 to 9";"Mixed"
1;10;"Edge 1 to 10";"Mixed"
1;16;"Edge 1 to 16";"Mixed"
1;19;"Edge 1 to 19";"Mixed"
1;22;"Edge 1 to 22";"Mixed"
1;24;"Edge 1 to 24";"Mixed"
1;34;"Edge 1 to 34";"Mixed"
1;43;"Edge 1 to 43";"Mixed"
1;55;"Edge 1 to 55";"Mixed"
1;65;"Edge 1 to 65";"Mixed"
1;71;"Edge 1 to 71";"Mixed"
1;75;"Edge 1 to 75";"Mixed"
1;76;"Edge 1 to 76";"Mixed"
1;80;"Edge 1 to 80";"Mixed"
1;83;"Edge 1 to 83";"Mixed"
1;84;"Edge 1 to 84";"Mixed"
1;87;"Edge 1 to 87";"Mixed"
1;92;"Edge 1 to 92";"Mixed"
1;95;"Edge 1 to 95";"Mixed"
1;101;"Edge 1 to 101";"Mixed"
1;135;"Edge 1 to 135";"Mixed"
1;137;"Edge 1 to 137";"Mixed"
1;139;"Edge 1 to 139";"Mixed"
1;140;"Edge 1 to 140";"Mixed"
1;158;"Edge 1 to 158";"Mixed"
1;159;"Edge 1 to 159";"Mixed"
1;161;"Edge 1 to 161";"Mixed"
1;168;"Edge 1 to 168";"Mixed"
1;179;"Edge 1 to 179";"Mixed"
1;185;"Edge 1 to 185";"Mixed"
1;190;"Edge 1 to 190";"Mixed"
1;209;"Edge 1 to 209";"Mixed"
1;213;"Edge 1 to 213";"Mixed"
1;249;"Edge 1 to 249";"Mixed"
1;254;"Edge 1 to 254";"Mixed"
1;278;"Edge 1 to 278";"Mixed"
1;286;"Edge 1 to 286";"Mixed"
1;302;"Edge 1 to 302";"Mixed"
1;320;"Edge 1 to 320";"Mixed"
1;331;"Edge 1 to 331";"Mixed"
1;340;"Edge 1 to 340";"Mixed"
1;349;"Edge 1 to 349";"Mixed"
1;354;"Edge 1 to 354";"Mixed"
1;380;"Edge 1 to 380";"Mixed"
1;394;"Edge 1 to 394";"Mixed"
1;404;"Edge 1 to 404";"Mixed"
1;407;"Edge 1 to 407";"Mixed"
1;416;"Edge 1 to 416";"Mixed"
1;458;"Edge 1 to 458";"Mixed"
1;472;"Edge 1 to 472";"Mixed"
1;474;"Edge 1 to 474";"Mixed"
1;483;"Edge 1 to 483";"Mixed"
1;500;"Edge 1 to 500";"Mixed"
1;506;"Edge 1 to 506";"Mixed"
1;513;"Edge 1 to 513";"Mixed"
1;537;"Edge 1 to 537";"Mixed"
1;576;"Edge 1 to 576";"Mixed"
1;591;"Edge 1 to 591";"Mixed"
1;592;"Edge 1 to 592";"Mixed"
1;593;"Edge 1 to 593";"Mixed"
1;612;"Edge 1 to 612";"Mixed"
1;644;"Edge 1 to 644";"Mixed"
1;657;"Edge 1 to 657";"Mixed"
1;668;"Edge 1 to 668";"Mixed"
1;688;"Edge 1 to 688";"Mixed"
1;693;"Edge 1 to 693";"Mixed"
1;724;"Edge 1 to 724";"Mixed"
1;759;"Edge 1 to 759";"Mixed"
1;820;"Edge 1 to 820";"Mixed"
1;821;"Edge 1 to 821";"Mixed"
1;822;"Edge 1 to 822";"Mixed"
1;875;"Edge 1 to 875";"Mixed"
1;911;"Edge 1 to 911";"Mixed"
1;919;"Edge 1 to 919";"Mixed"
1;922;"Edge 1 to 922";"Mixed"
1;926;"Edge 1 to 926";"Mixed"
1;939;"Edge 1 to 939";"Mixed"
1;966;"Edge 1 to 966";"Mixed"
2;1;"Edge 2 to 1";"Mixed"
2;3;"Edge 2 to 3";"Mixed"
2;7;"Edge 2 to 7";"Mixed"
2;25;"Edge 2 to 25";"Mixed"
2;26;"Edge 2 to 26";"Mixed"
2;31;"Edge 2 to 31";"Mixed"
2;37;"Edge 2 to 37";"Mixed"
2;39;"Edge 2 to 39";"Mixed"
2;47;"Edge 2 to 47";"Mixed"
2;94;"Edge 2 to 94";"Mixed"
2;104;"Edge 2 to 104";"Mixed"
2;118;"Edge 2 to 118";"Mixed"
2;122;"Edge 2 to 122";"Mixed"
2;136;"Edge 2 to 136";"Mixed"
2;138;"Edge 2 to 138";"Mixed"
2;192;"Edge 2 to 192";"Mixed"
2;238;"Edge 2 to 238";"Mixed"
2;325;"Edge 2 to 325";"Mixed"
2;361;"Edge 2 to 361";"Mixed"
2;368;"Edge 2 to 368";"Mixed"
2;369;"Edge 2 to 369";"Mixed"
2;396;"Edge 2 to 396";"Mixed"
2;462;"Edge 2 to 462";"Mixed"
2;466;"Edge 2 to 466";"Mixed"
2;489;"Edge 2 to 489";"Mixed"
2;502;"Edge 2 to 502";"Mixed"
2;671;"Edge 2 to 671";"Mixed"
2;702;"Edge 2 to 702";"Mixed"
2;755;"Edge 2 to 755";"Mixed"
2;790;"Edge 2 to 790";"Mixed"
2;804;"Edge 2 to 804";"Mixed"
2;870;"Edge 2 to 870";"Mixed"
2;975;"Edge 2 to 975";"Mixed"
3;1;"Edge 3 to 1";"Mixed"
3;2;"Edge 3 to 2";"Mixed"
3;4;"Edge 3 to 4";"Mixed"
3;5;"Edge 3 to 5";"Mixed"
3;6;"Edge 3 to 6";"Mixed"
3;8;"Edge 3 to 8";"Mixed"
3;12;"Edge 3 to 12";"Mixed"
3;15;"Edge 3 to 15";"Mixed"
3;26;"Edge 3 to 26";"Mixed"
3;32;"Edge 3 to 32";"Mixed"
3;36;"Edge 3 to 36";"Mixed"
3;45;"Edge 3 to 45";"Mixed"
3;48;"Edge 3 to 48";"Mixed"
3;90;"Edge 3 to 90";"Mixed"
3;159;"Edge 3 to 159";"Mixed"
3;160;"Edge 3 to 160";"Mixed"
3;228;"Edge 3 to 228";"Mixed"
3;248;"Edge 3 to 248";"Mixed"
3;303;"Edge 3 to 303";"Mixed"
3;321;"Edge 3 to 321";"Mixed"
3;322;"Edge 3 to 322";"Mixed"
3;328;"Edge 3 to 328";"Mixed"
3;344;"Edge 3 to 344";"Mixed"
3;397;"Edge 3 to 397";"Mixed"
3;399;"Edge 3 to 399";"Mixed"
3;406;"Edge 3 to 406";"Mixed"
3;426;"Edge 3 to 426";"Mixed"
3;507;"Edge 3 to 507";"Mixed"
3;560;"Edge 3 to 560";"Mixed"
3;579;"Edge 3 to 579";"Mixed"
3;615;"Edge 3 to 615";"Mixed"
3;660;"Edge 3 to 660";"Mixed"
3;714;"Edge 3 to 714";"Mixed"
3;824;"Edge 3 to 824";"Mixed"
3;998;"Edge 3 to 998";"Mixed"
4;1;"Edge 4 to 1";"Mixed"
4;3;"Edge 4 to 3";"Mixed"
4;10;"Edge 4 to 10";"Mixed"
4;11;"Edge 4 to 11";"Mixed"
4;22;"Edge 4 to 22";"Mixed"
4;232;"Edge 4 to 232";"Mixed"
4;404;"Edge 4 to 404";"Mixed"
4;538;"Edge 4 to 538";"Mixed"
4;844;"Edge 4 to 844";"Mixed"
4;892;"Edge 4 to 892";"Mixed"
5;1;"Edge 5 to 1";"Mixed"
5;3;"Edge 5 to 3";"Mixed"
