Source;Target;Label;Type
1;2;"Edge 1 to 2";"Mixed"
1;3;"Edge 1 to 3";"Mixed"
1;4;"Edge 1 to 4";"Mixed"
1;5;"Edge 1 to 5";"Mixed"
1;6;"Edge 1 to 6";"Mixed"
1;7;"Edge 1 to 7";"Mixed"
1;8;"Edge 1 to 8";"Mixed"
1;9;"Edge 1 to 9";"Mixed"
1;10;"Edge 1 to 10";"Mixed"
1;11;"Edge 1 to 11";"Mixed"
1;12;"Edge 1 to 12";"Mixed"
1;13;"Edge 1 to 13";"Mixed"
1;14;"Edge 1 to 14";"Mixed"
1;15;"Edge 1 to 15";"Mixed"
1;16;"Edge 1 to 16";"Mixed"
1;17;"Edge 1 to 17";"Mixed"
1;18;"Edge 1 to 18";"Mixed"
1;19;"Edge 1 to 19";"Mixed"
1;20;"Edge 1 to 20";"Mixed"
1;21;"Edge 1 to 21";"Mixed"
1;22;"Edge 1 to 22";"Mixed"
1;23;"Edge 1 to 23";"Mixed"
1;24;"Edge 1 to 24";"Mixed"
1;25;"Edge 1 to 25";"Mixed"
1;26;"Edge 1 to 26";"Mixed"
1;27;"Edge 1 to 27";"Mixed"
1;28;"Edge 1 to 28";"Mixed"
1;29;"Edge 1 to 29";"Mixed"
1;30;"Edge 1 to 30";"Mixed"
1;31;"Edge 1 to 31";"Mixed"
1;32;"Edge 1 to 32";"Mixed"
1;33;"Edge 1 to 33";"Mixed"
1;34;"Edge 1 to 34";"Mixed"
1;35;"Edge 1 to 35";"Mixed"
1;36;"Edge 1 to 36";"Mixed"
1;37;"Edge 1 to 37";"Mixed"
1;38;"Edge 1 to 38";"Mixed"
1;40;"Edge 1 to 40";"Mixed"
1;41;"Edge 1 to 41";"Mixed"
1;42;"Edge 1 to 42";"Mixed"
1;43;"Edge 1 to 43";"Mixed"
1;46;"Edge 1 to 46";"Mixed"
1;47;"Edge 1 to 47";"Mixed"
1;49;"Edge 1 to 49";"Mixed"
1;51;"Edge 1 to 51";"Mixed"
1;55;"Edge 1 to 55";"Mixed"
1;56;"Edge 1 to 56";"Mixed"
1;57;"Edge 1 to 57";"Mixed"
1;58;"Edge 1 to 58";"Mixed"
1;59;"Edge 1 to 59";"Mixed"
1;60;"Edge 1 to 60";"Mixed"
1;64;"Edge 1 to 64";"Mixed"
1;66;"Edge 1 to 66";"Mixed"
1;78;"Edge 1 to 78";"Mixed"
1;80;"Edge 1 to 80";"Mixed"
1;82;"Edge 1 to 82";"Mixed"
1;85;"Edge 1 to 85";"Mixed"
1;87;"Edge 1 to 87";"Mixed"
1;89;"Edge 1 to 89";"Mixed"
1;91;"Edge 1 to 91";"Mixed"
1;94;"Edge 1 to 94";"Mixed"
2;1;"Edge 2 to 1";"Mixed"
2;3;"Edge 2 to 3";"Mixed"
2;4;"Edge 2 to 4";"Mixed"
2;5;"Edge 2 to 5";"Mixed"
2;6;"Edge 2 to 6";"Mixed"
2;7;"Edge 2 to 7";"Mixed"
2;8;"Edge 2 to 8";"Mixed"
2;9;"Edge 2 to 9";"Mixed"
2;10;"Edge 2 to 10";"Mixed"
2;11;"Edge 2 to 11";"Mixed"
2;12;"Edge 2 to 12";"Mixed"
2;13;"Edge 2 to 13";"Mixed"
2;14;"Edge 2 to 14";"Mixed"
2;15;"Edge 2 to 15";"Mixed"
2;16;"Edge 2 to 16";"Mixed"
2;17;"Edge 2 to 17";"Mixed"
2;18;"Edge 2 to 18";"Mixed"
2;19;"Edge 2 to 19";"Mixed"
2;20;"Edge 2 to 20";"Mixed"
2;21;"Edge 2 to 21";"Mixed"
2;22;"Edge 2 to 22";"Mixed"
2;23;"Edge 2 to 23";"Mixed"
2;24;"Edge 2 to 24";"Mixed"
2;25;"Edge 2 to 25";"Mixed"
2;26;"Edge 2 to 26";"Mixed"
2;27;"Edge 2 to 27";"Mixed"
2;28;"Edge 2 to 28";"Mixed"
2;29;"Edge 2 to 29";"Mixed"
2;30;"Edge 2 to 30";"Mixed"
2;31;"Edge 2 to 31";"Mixed"
2;32;"Edge 2 to 32";"Mixed"
2;33;"Edge 2 to 33";"Mixed"
2;34;"Edge 2 to 34";"Mixed"
2;36;"Edge 2 to 36";"Mixed"
2;38;"Edge 2 to 38";"Mixed"
2;39;"Edge 2 to 39";"Mixed"
2;40;"Edge 2 to 40";"Mixed"
2;41;"Edge 2 to 41";"Mixed"
2;42;"Edge 2 to 42";"Mixed"
2;45;"Edge 2 to 45";"Mixed"
2;48;"Edge 2 to 48";"Mixed"
2;50;"Edge 2 to 50";"Mixed"
2;51;"Edge 2 to 51";"Mixed"
2;55;"Edge 2 to 55";"Mixed"
2;57;"Edge 2 to 57";"Mixed"
2;61;"Edge 2 to 61";"Mixed"
2;63;"Edge 2 to 63";"Mixed"
2;65;"Edge 2 to 65";"Mixed"
2;68;"Edge 2 to 68";"Mixed"
2;70;"Edge 2 to 70";"Mixed"
2;74;"Edge 2 to 74";"Mixed"
2;80;"Edge 2 to 80";"Mixed"
2;82;"Edge 2 to 82";"Mixed"
2;83;"Edge 2 to 83";"Mixed"
2;89;"Edge 2 to 89";"Mixed"
2;93;"Edge 2 to 93";"Mixed"
2;94;"Edge 2 to 94";"Mixed"
2;97;"Edge 2 to 97";"Mixed"
2;100;"Edge 2 to 100";"Mixed"
3;1;"Edge 3 to 1";"Mixed"
3;2;"Edge 3 to 2";"Mixed"
3;4;"Edge 3 to 4";"Mixed"
3;5;"Edge 3 to 5";"Mixed"
3;6;"Edge 3 to 6";"Mixed"
3;7;"Edge 3 to 7";"Mixed"
3;8;"Edge 3 to 8";"Mixed"
3;9;"Edge 3 to 9";"Mixed"
3;10;"Edge 3 to 10";"Mixed"
3;11;"Edge 3 to 11";"Mixed"
3;12;"Edge 3 to 12";"Mixed"
3;13;"Edge 3 to 13";"Mixed"
3;14;"Edge 3 to 14";"Mixed"
3;15;"Edge 3 to 15";"Mixed"
3;16;"Edge 3 to 16";"Mixed"
3;17;"Edge 3 to 17";"Mixed"
3;18;"Edge 3 to 18";"Mixed"
3;19;"Edge 3 to 19";"Mixed"
3;20;"Edge 3 to 20";"Mixed"
3;21;"Edge 3 to 21";"Mixed"
3;22;"Edge 3 to 22";"Mixed"
3;23;"Edge 3 to 23";"Mixed"
3;24;"Edge 3 to 24";"Mixed"
3;25;"Edge 3 to 25";"Mixed"
3;26;"Edge 3 to 26";"Mixed"
3;27;"Edge 3 to 27";"Mixed"
3;28;"Edge 3 to 28";"Mixed"
3;29;"Edge 3 to 29";"Mixed"
3;30;"Edge 3 to 30";"Mixed"
3;31;"Edge 3 to 31";"Mixed"
3;32;"Edge 3 to 32";"Mixed"
3;35;"Edge 3 to 35";"Mixed"
3;38;"Edge 3 to 38";"Mixed"
3;40;"Edge 3 to 40";"Mixed"
3;41;"Edge 3 to 41";"Mixed"
3;42;"Edge 3 to 42";"Mixed"
3;43;"Edge 3 to 43";"Mixed"
3;44;"Edge 3 to 44";"Mixed"
3;45;"Edge 3 to 45";"Mixed"
3;46;"Edge 3 to 46";"Mixed"
3;47;"Edge 3 to 47";"Mixed"
3;48;"Edge 3 to 48";"Mixed"
3;52;"Edge 3 to 52";"Mixed"
