Source;Target;Label;Type
1;2;"Edge 1 to 2";"Mixed"
1;9;"Edge 1 to 9";"Mixed"
1;68;"Edge 1 to 68";"Mixed"
2;1;"Edge 2 to 1";"Mixed"
2;3;"Edge 2 to 3";"Mixed"
2;7;"Edge 2 to 7";"Mixed"
2;15;"Edge 2 to 15";"Mixed"
2;20;"Edge 2 to 20";"Mixed"
2;27;"Edge 2 to 27";"Mixed"
2;33;"Edge 2 to 33";"Mixed"
2;55;"Edge 2 to 55";"Mixed"
2;67;"Edge 2 to 67";"Mixed"
2;89;"Edge 2 to 89";"Mixed"
3;2;"Edge 3 to 2";"Mixed"
3;4;"Edge 3 to 4";"Mixed"
3;13;"Edge 3 to 13";"Mixed"
3;21;"Edge 3 to 21";"Mixed"
3;32;"Edge 3 to 32";"Mixed"
4;3;"Edge 4 to 3";"Mixed"
4;5;"Edge 4 to 5";"Mixed"
4;6;"Edge 4 to 6";"Mixed"
4;8;"Edge 4 to 8";"Mixed"
4;12;"Edge 4 to 12";"Mixed"
4;14;"Edge 4 to 14";"Mixed"
4;17;"Edge 4 to 17";"Mixed"
4;18;"Edge 4 to 18";"Mixed"
4;61;"Edge 4 to 61";"Mixed"
4;81;"Edge 4 to 81";"Mixed"
4;92;"Edge 4 to 92";"Mixed"
5;4;"Edge 5 to 4";"Mixed"
5;84;"Edge 5 to 84";"Mixed"
6;4;"Edge 6 to 4";"Mixed"
6;29;"Edge 6 to 29";"Mixed"
6;30;"Edge 6 to 30";"Mixed"
6;100;"Edge 6 to 100";"Mixed"
7;2;"Edge 7 to 2";"Mixed"
8;4;"Edge 8 to 4";"Mixed"
8;10;"Edge 8 to 10";"Mixed"
8;19;"Edge 8 to 19";"Mixed"
8;25;"Edge 8 to 25";"Mixed"
8;31;"Edge 8 to 31";"Mixed"
8;36;"Edge 8 to 36";"Mixed"
8;38;"Edge 8 to 38";"Mixed"
8;54;"Edge 8 to 54";"Mixed"
8;58;"Edge 8 to 58";"Mixed"
8;70;"Edge 8 to 70";"Mixed"
8;75;"Edge 8 to 75";"Mixed"
8;98;"Edge 8 to 98";"Mixed"
9;1;"Edge 9 to 1";"Mixed"
9;11;"Edge 9 to 11";"Mixed"
9;51;"Edge 9 to 51";"Mixed"
10;8;"Edge 10 to 8";"Mixed"
10;47;"Edge 10 to 47";"Mixed"
10;49;"Edge 10 to 49";"Mixed"
10;99;"Edge 10 to 99";"Mixed"
11;9;"Edge 11 to 9";"Mixed"
12;4;"Edge 12 to 4";"Mixed"
12;16;"Edge 12 to 16";"Mixed"
12;28;"Edge 12 to 28";"Mixed"
13;3;"Edge 13 to 3";"Mixed"
13;22;"Edge 13 to 22";"Mixed"
13;26;"Edge 13 to 26";"Mixed"
13;35;"Edge 13 to 35";"Mixed"
13;42;"Edge 13 to 42";"Mixed"
13;43;"Edge 13 to 43";"Mixed"
13;56;"Edge 13 to 56";"Mixed"
13;73;"Edge 13 to 73";"Mixed"
14;4;"Edge 14 to 4";"Mixed"
14;60;"Edge 14 to 60";"Mixed"
15;2;"Edge 15 to 2";"Mixed"
15;85;"Edge 15 to 85";"Mixed"
16;12;"Edge 16 to 12";"Mixed"
16;23;"Edge 16 to 23";"Mixed"
16;24;"Edge 16 to 24";"Mixed"
16;45;"Edge 16 to 45";"Mixed"
16;78;"Edge 16 to 78";"Mixed"
17;4;"Edge 17 to 4";"Mixed"
18;4;"Edge 18 to 4";"Mixed"
19;8;"Edge 19 to 8";"Mixed"
20;2;"Edge 20 to 2";"Mixed"
20;34;"Edge 20 to 34";"Mixed"
20;69;"Edge 20 to 69";"Mixed"
21;3;"Edge 21 to 3";"Mixed"
21;37;"Edge 21 to 37";"Mixed"
21;46;"Edge 21 to 46";"Mixed"
22;13;"Edge 22 to 13";"Mixed"
22;57;"Edge 22 to 57";"Mixed"
23;16;"Edge 23 to 16";"Mixed"
24;16;"Edge 24 to 16";"Mixed"
25;8;"Edge 25 to 8";"Mixed"
25;40;"Edge 25 to 40";"Mixed"
25;66;"Edge 25 to 66";"Mixed"
26;13;"Edge 26 to 13";"Mixed"
27;2;"Edge 27 to 2";"Mixed"
27;39;"Edge 27 to 39";"Mixed"
27;65;"Edge 27 to 65";"Mixed"
27;71;"Edge 27 to 71";"Mixed"
27;76;"Edge 27 to 76";"Mixed"
28;12;"Edge 28 to 12";"Mixed"
29;6;"Edge 29 to 6";"Mixed"
29;41;"Edge 29 to 41";"Mixed"
30;6;"Edge 30 to 6";"Mixed"
31;8;"Edge 31 to 8";"Mixed"
32;3;"Edge 32 to 3";"Mixed"
32;44;"Edge 32 to 44";"Mixed"
32;50;"Edge 32 to 50";"Mixed"
32;72;"Edge 32 to 72";"Mixed"
33;2;"Edge 33 to 2";"Mixed"
34;20;"Edge 34 to 20";"Mixed"
35;13;"Edge 35 to 13";"Mixed"
35;86;"Edge 35 to 86";"Mixed"
36;8;"Edge 36 to 8";"Mixed"
37;21;"Edge 37 to 21";"Mixed"
37;53;"Edge 37 to 53";"Mixed"
38;8;"Edge 38 to 8";"Mixed"
39;27;"Edge 39 to 27";"Mixed"
40;25;"Edge 40 to 25";"Mixed"
41;29;"Edge 41 to 29";"Mixed"
41;62;"Edge 41 to 62";"Mixed"
41;79;"Edge 41 to 79";"Mixed"
41;88;"Edge 41 to 88";"Mixed"
41;90;"Edge 41 to 90";"Mixed"
42;13;"Edge 42 to 13";"Mixed"
43;13;"Edge 43 to 13";"Mixed"
43;52;"Edge 43 to 52";"Mixed"
44;32;"Edge 44 to 32";"Mixed"
44;48;"Edge 44 to 48";"Mixed"
44;74;"Edge 44 to 74";"Mixed"
44;77;"Edge 44 to 77";"Mixed"
