Source,Target,Weight,Type,Start,End,Label
1,2,1,"undirected",1,208,"node 1 to 2"
1,3,1,"undirected",1,208,"node 1 to 3"
1,4,1,"undirected",1,208,"node 1 to 4"
1,5,1,"undirected",1,208,"node 1 to 5"
1,6,1,"undirected",1,208,"node 1 to 6"
1,7,1,"undirected",1,208,"node 1 to 7"
1,8,1,"undirected",1,208,"node 1 to 8"
1,9,1,"undirected",1,208,"node 1 to 9"
1,11,1,"undirected",1,208,"node 1 to 11"
1,14,1,"undirected",1,208,"node 1 to 14"
1,18,1,"undirected",1,208,"node 1 to 18"
1,19,1,"undirected",1,208,"node 1 to 19"
1,22,1,"undirected",1,208,"node 1 to 22"
1,26,1,"undirected",1,208,"node 1 to 26"
1,30,1,"undirected",1,208,"node 1 to 30"
1,31,1,"undirected",1,208,"node 1 to 31"
1,32,1,"undirected",1,208,"node 1 to 32"
1,35,1,"undirected",1,208,"node 1 to 35"
1,43,1,"undirected",1,208,"node 1 to 43"
1,45,1,"undirected",1,208,"node 1 to 45"
1,47,1,"undirected",1,208,"node 1 to 47"
1,50,1,"undirected",1,208,"node 1 to 50"
1,52,1,"undirected",1,208,"node 1 to 52"
1,59,1,"undirected",1,208,"node 1 to 59"
1,60,1,"undirected",1,208,"node 1 to 60"
1,61,1,"undirected",1,208,"node 1 to 61"
1,63,1,"undirected",1,208,"node 1 to 63"
1,67,1,"undirected",1,208,"node 1 to 67"
1,69,1,"undirected",1,208,"node 1 to 69"
1,70,1,"undirected",1,208,"node 1 to 70"
1,73,1,"undirected",1,208,"node 1 to 73"
1,83,1,"undirected",1,208,"node 1 to 83"
1,86,1,"undirected",1,208,"node 1 to 86"
1,90,1,"undirected",1,208,"node 1 to 90"
1,92,1,"undirected",1,208,"node 1 to 92"
1,94,1,"undirected",1,208,"node 1 to 94"
1,100,1,"undirected",1,208,"node 1 to 100"
1,104,1,"undirected",1,208,"node 1 to 104"
1,105,1,"undirected",1,208,"node 1 to 105"
1,107,1,"undirected",1,208,"node 1 to 107"
1,109,1,"undirected",1,208,"node 1 to 109"
1,117,1,"undirected",1,208,"node 1 to 117"
1,119,1,"undirected",1,208,"node 1 to 119"
1,125,1,"undirected",1,208,"node 1 to 125"
1,127,1,"undirected",1,208,"node 1 to 127"
1,128,1,"undirected",1,208,"node 1 to 128"
1,131,1,"undirected",1,208,"node 1 to 131"
1,136,1,"undirected",1,208,"node 1 to 136"
1,139,1,"undirected",1,208,"node 1 to 139"
1,141,1,"undirected",1,208,"node 1 to 141"
1,142,1,"undirected",1,208,"node 1 to 142"
1,144,1,"undirected",1,208,"node 1 to 144"
1,145,1,"undirected",1,208,"node 1 to 145"
1,148,1,"undirected",1,208,"node 1 to 148"
1,152,1,"undirected",1,208,"node 1 to 152"
1,165,1,"undirected",1,208,"node 1 to 165"
1,166,1,"undirected",1,208,"node 1 to 166"
1,173,1,"undirected",1,208,"node 1 to 173"
1,177,1,"undirected",1,208,"node 1 to 177"
1,179,1,"undirected",1,208,"node 1 to 179"
1,180,1,"undirected",1,208,"node 1 to 180"
1,185,1,"undirected",1,208,"node 1 to 185"
1,186,1,"undirected",1,208,"node 1 to 186"
1,188,1,"undirected",1,208,"node 1 to 188"
1,194,1,"undirected",1,208,"node 1 to 194"
1,197,1,"undirected",1,208,"node 1 to 197"
1,202,1,"undirected",1,208,"node 1 to 202"
1,206,1,"undirected",1,208,"node 1 to 206"
1,228,1,"undirected",1,208,"node 1 to 228"
1,231,1,"undirected",1,208,"node 1 to 231"
1,254,1,"undirected",1,208,"node 1 to 254"
1,255,1,"undirected",1,208,"node 1 to 255"
1,258,1,"undirected",1,208,"node 1 to 258"
1,266,1,"undirected",1,208,"node 1 to 266"
1,275,1,"undirected",1,208,"node 1 to 275"
1,279,1,"undirected",1,208,"node 1 to 279"
1,293,1,"undirected",1,208,"node 1 to 293"
1,294,1,"undirected",1,208,"node 1 to 294"
1,301,1,"undirected",1,208,"node 1 to 301"
1,304,1,"undirected",1,208,"node 1 to 304"
1,316,1,"undirected",1,208,"node 1 to 316"
1,319,1,"undirected",1,208,"node 1 to 319"
1,328,1,"undirected",1,208,"node 1 to 328"
1,331,1,"undirected",1,208,"node 1 to 331"
1,339,1,"undirected",1,208,"node 1 to 339"
1,375,1,"undirected",1,208,"node 1 to 375"
1,376,1,"undirected",1,208,"node 1 to 376"
1,385,1,"undirected",1,208,"node 1 to 385"
1,415,1,"undirected",1,208,"node 1 to 415"
1,419,1,"undirected",1,208,"node 1 to 419"
1,461,1,"undirected",1,208,"node 1 to 461"
1,462,1,"undirected",1,208,"node 1 to 462"
1,477,1,"undirected",1,208,"node 1 to 477"
1,481,1,"undirected",1,208,"node 1 to 481"
1,484,1,"undirected",1,208,"node 1 to 484"
1,489,1,"undirected",1,208,"node 1 to 489"
1,499,1,"undirected",1,208,"node 1 to 499"
1,558,1,"undirected",1,208,"node 1 to 558"
2,1,1,"undirected",1,208,"node 2 to 1"
2,3,1,"undirected",1,208,"node 2 to 3"
2,4,1,"undirected",1,208,"node 2 to 4"
2,5,1,"undirected",1,208,"node 2 to 5"
2,6,1,"undirected",1,208,"node 2 to 6"
2,7,1,"undirected",1,208,"node 2 to 7"
2,8,1,"undirected",1,208,"node 2 to 8"
2,9,1,"undirected",1,208,"node 2 to 9"
2,10,1,"undirected",1,208,"node 2 to 10"
2,11,1,"undirected",1,208,"node 2 to 11"
2,12,1,"undirected",1,208,"node 2 to 12"
2,13,1,"undirected",1,208,"node 2 to 13"
2,14,1,"undirected",1,208,"node 2 to 14"
2,15,1,"undirected",1,208,"node 2 to 15"
2,16,1,"undirected",1,208,"node 2 to 16"
2,17,1,"undirected",1,208,"node 2 to 17"
2,18,1,"undirected",1,208,"node 2 to 18"
2,19,1,"undirected",1,208,"node 2 to 19"
2,20,1,"undirected",1,208,"node 2 to 20"
2,21,1,"undirected",1,208,"node 2 to 21"
2,22,1,"undirected",1,208,"node 2 to 22"
2,23,1,"undirected",1,208,"node 2 to 23"
2,24,1,"undirected",1,208,"node 2 to 24"
2,25,1,"undirected",1,208,"node 2 to 25"
2,26,1,"undirected",1,208,"node 2 to 26"
2,27,1,"undirected",1,208,"node 2 to 27"
2,28,1,"undirected",1,208,"node 2 to 28"
2,29,1,"undirected",1,208,"node 2 to 29"
2,30,1,"undirected",1,208,"node 2 to 30"
2,31,1,"undirected",1,208,"node 2 to 31"
2,32,1,"undirected",1,208,"node 2 to 32"
2,33,1,"undirected",1,208,"node 2 to 33"
2,34,1,"undirected",1,208,"node 2 to 34"
2,35,1,"undirected",1,208,"node 2 to 35"
2,36,1,"undirected",1,208,"node 2 to 36"
2,37,1,"undirected",1,208,"node 2 to 37"
2,38,1,"undirected",1,208,"node 2 to 38"
