Source;Target;Label;Type
1;2;"Edge 1 to 2";"Mixed"
1;3;"Edge 1 to 3";"Mixed"
1;4;"Edge 1 to 4";"Mixed"
1;5;"Edge 1 to 5";"Mixed"
1;8;"Edge 1 to 8";"Mixed"
1;10;"Edge 1 to 10";"Mixed"
1;13;"Edge 1 to 13";"Mixed"
1;20;"Edge 1 to 20";"Mixed"
1;24;"Edge 1 to 24";"Mixed"
1;59;"Edge 1 to 59";"Mixed"
1;84;"Edge 1 to 84";"Mixed"
1;97;"Edge 1 to 97";"Mixed"
2;1;"Edge 2 to 1";"Mixed"
2;3;"Edge 2 to 3";"Mixed"
2;4;"Edge 2 to 4";"Mixed"
2;6;"Edge 2 to 6";"Mixed"
2;40;"Edge 2 to 40";"Mixed"
2;44;"Edge 2 to 44";"Mixed"
2;53;"Edge 2 to 53";"Mixed"
3;1;"Edge 3 to 1";"Mixed"
3;2;"Edge 3 to 2";"Mixed"
3;6;"Edge 3 to 6";"Mixed"
3;9;"Edge 3 to 9";"Mixed"
3;11;"Edge 3 to 11";"Mixed"
3;15;"Edge 3 to 15";"Mixed"
3;16;"Edge 3 to 16";"Mixed"
3;19;"Edge 3 to 19";"Mixed"
4;1;"Edge 4 to 1";"Mixed"
4;2;"Edge 4 to 2";"Mixed"
4;5;"Edge 4 to 5";"Mixed"
4;34;"Edge 4 to 34";"Mixed"
4;42;"Edge 4 to 42";"Mixed"
4;43;"Edge 4 to 43";"Mixed"
5;1;"Edge 5 to 1";"Mixed"
5;4;"Edge 5 to 4";"Mixed"
5;7;"Edge 5 to 7";"Mixed"
5;8;"Edge 5 to 8";"Mixed"
5;18;"Edge 5 to 18";"Mixed"
6;2;"Edge 6 to 2";"Mixed"
6;3;"Edge 6 to 3";"Mixed"
6;7;"Edge 6 to 7";"Mixed"
6;10;"Edge 6 to 10";"Mixed"
6;11;"Edge 6 to 11";"Mixed"
6;22;"Edge 6 to 22";"Mixed"
6;35;"Edge 6 to 35";"Mixed"
6;69;"Edge 6 to 69";"Mixed"
7;5;"Edge 7 to 5";"Mixed"
7;6;"Edge 7 to 6";"Mixed"
7;12;"Edge 7 to 12";"Mixed"
7;13;"Edge 7 to 13";"Mixed"
7;16;"Edge 7 to 16";"Mixed"
7;21;"Edge 7 to 21";"Mixed"
7;37;"Edge 7 to 37";"Mixed"
7;39;"Edge 7 to 39";"Mixed"
7;91;"Edge 7 to 91";"Mixed"
8;1;"Edge 8 to 1";"Mixed"
8;5;"Edge 8 to 5";"Mixed"
8;9;"Edge 8 to 9";"Mixed"
8;21;"Edge 8 to 21";"Mixed"
8;23;"Edge 8 to 23";"Mixed"
8;39;"Edge 8 to 39";"Mixed"
8;55;"Edge 8 to 55";"Mixed"
8;56;"Edge 8 to 56";"Mixed"
9;3;"Edge 9 to 3";"Mixed"
9;8;"Edge 9 to 8";"Mixed"
9;14;"Edge 9 to 14";"Mixed"
9;75;"Edge 9 to 75";"Mixed"
9;81;"Edge 9 to 81";"Mixed"
9;93;"Edge 9 to 93";"Mixed"
10;1;"Edge 10 to 1";"Mixed"
10;6;"Edge 10 to 6";"Mixed"
10;12;"Edge 10 to 12";"Mixed"
10;80;"Edge 10 to 80";"Mixed"
11;3;"Edge 11 to 3";"Mixed"
11;6;"Edge 11 to 6";"Mixed"
11;17;"Edge 11 to 17";"Mixed"
11;18;"Edge 11 to 18";"Mixed"
11;25;"Edge 11 to 25";"Mixed"
11;30;"Edge 11 to 30";"Mixed"
11;54;"Edge 11 to 54";"Mixed"
11;63;"Edge 11 to 63";"Mixed"
12;7;"Edge 12 to 7";"Mixed"
12;10;"Edge 12 to 10";"Mixed"
12;17;"Edge 12 to 17";"Mixed"
12;49;"Edge 12 to 49";"Mixed"
12;52;"Edge 12 to 52";"Mixed"
12;85;"Edge 12 to 85";"Mixed"
12;98;"Edge 12 to 98";"Mixed"
13;1;"Edge 13 to 1";"Mixed"
13;7;"Edge 13 to 7";"Mixed"
13;14;"Edge 13 to 14";"Mixed"
13;23;"Edge 13 to 23";"Mixed"
13;27;"Edge 13 to 27";"Mixed"
13;36;"Edge 13 to 36";"Mixed"
13;43;"Edge 13 to 43";"Mixed"
13;60;"Edge 13 to 60";"Mixed"
13;82;"Edge 13 to 82";"Mixed"
14;9;"Edge 14 to 9";"Mixed"
14;13;"Edge 14 to 13";"Mixed"
14;15;"Edge 14 to 15";"Mixed"
14;20;"Edge 14 to 20";"Mixed"
14;27;"Edge 14 to 27";"Mixed"
14;32;"Edge 14 to 32";"Mixed"
14;42;"Edge 14 to 42";"Mixed"
15;3;"Edge 15 to 3";"Mixed"
15;14;"Edge 15 to 14";"Mixed"
15;19;"Edge 15 to 19";"Mixed"
15;50;"Edge 15 to 50";"Mixed"
15;74;"Edge 15 to 74";"Mixed"
16;3;"Edge 16 to 3";"Mixed"
16;7;"Edge 16 to 7";"Mixed"
16;37;"Edge 16 to 37";"Mixed"
16;63;"Edge 16 to 63";"Mixed"
16;66;"Edge 16 to 66";"Mixed"
16;86;"Edge 16 to 86";"Mixed"
17;11;"Edge 17 to 11";"Mixed"
17;12;"Edge 17 to 12";"Mixed"
17;30;"Edge 17 to 30";"Mixed"
17;31;"Edge 17 to 31";"Mixed"
17;38;"Edge 17 to 38";"Mixed"
17;58;"Edge 17 to 58";"Mixed"
17;70;"Edge 17 to 70";"Mixed"
17;88;"Edge 17 to 88";"Mixed"
18;5;"Edge 18 to 5";"Mixed"
18;11;"Edge 18 to 11";"Mixed"
18;24;"Edge 18 to 24";"Mixed"
18;31;"Edge 18 to 31";"Mixed"
18;72;"Edge 18 to 72";"Mixed"
19;3;"Edge 19 to 3";"Mixed"
19;15;"Edge 19 to 15";"Mixed"
19;22;"Edge 19 to 22";"Mixed"
19;82;"Edge 19 to 82";"Mixed"
20;1;"Edge 20 to 1";"Mixed"
20;14;"Edge 20 to 14";"Mixed"
20;26;"Edge 20 to 26";"Mixed"
20;41;"Edge 20 to 41";"Mixed"
21;7;"Edge 21 to 7";"Mixed"
21;8;"Edge 21 to 8";"Mixed"
21;94;"Edge 21 to 94";"Mixed"
22;6;"Edge 22 to 6";"Mixed"
22;19;"Edge 22 to 19";"Mixed"
22;26;"Edge 22 to 26";"Mixed"
22;28;"Edge 22 to 28";"Mixed"
22;29;"Edge 22 to 29";"Mixed"
22;35;"Edge 22 to 35";"Mixed"
22;48;"Edge 22 to 48";"Mixed"
23;8;"Edge 23 to 8";"Mixed"
23;13;"Edge 23 to 13";"Mixed"
23;28;"Edge 23 to 28";"Mixed"
23;29;"Edge 23 to 29";"Mixed"
23;48;"Edge 23 to 48";"Mixed"
24;1;"Edge 24 to 1";"Mixed"
24;18;"Edge 24 to 18";"Mixed"
24;25;"Edge 24 to 25";"Mixed"
24;34;"Edge 24 to 34";"Mixed"
24;64;"Edge 24 to 64";"Mixed"
25;11;"Edge 25 to 11";"Mixed"
25;24;"Edge 25 to 24";"Mixed"
25;54;"Edge 25 to 54";"Mixed"
25;61;"Edge 25 to 61";"Mixed"
25;78;"Edge 25 to 78";"Mixed"
25;100;"Edge 25 to 100";"Mixed"
26;20;"Edge 26 to 20";"Mixed"
