Source;Target;Label;Type
1;2;"Edge 1 to 2";"Mixed"
1;3;"Edge 1 to 3";"Mixed"
1;4;"Edge 1 to 4";"Mixed"
1;5;"Edge 1 to 5";"Mixed"
1;6;"Edge 1 to 6";"Mixed"
1;7;"Edge 1 to 7";"Mixed"
1;8;"Edge 1 to 8";"Mixed"
1;10;"Edge 1 to 10";"Mixed"
1;11;"Edge 1 to 11";"Mixed"
1;12;"Edge 1 to 12";"Mixed"
1;16;"Edge 1 to 16";"Mixed"
1;18;"Edge 1 to 18";"Mixed"
1;22;"Edge 1 to 22";"Mixed"
1;24;"Edge 1 to 24";"Mixed"
1;25;"Edge 1 to 25";"Mixed"
1;31;"Edge 1 to 31";"Mixed"
1;32;"Edge 1 to 32";"Mixed"
1;36;"Edge 1 to 36";"Mixed"
1;42;"Edge 1 to 42";"Mixed"
1;43;"Edge 1 to 43";"Mixed"
1;53;"Edge 1 to 53";"Mixed"
1;58;"Edge 1 to 58";"Mixed"
1;66;"Edge 1 to 66";"Mixed"
1;76;"Edge 1 to 76";"Mixed"
1;88;"Edge 1 to 88";"Mixed"
1;90;"Edge 1 to 90";"Mixed"
1;99;"Edge 1 to 99";"Mixed"
2;1;"Edge 2 to 1";"Mixed"
2;3;"Edge 2 to 3";"Mixed"
2;5;"Edge 2 to 5";"Mixed"
2;7;"Edge 2 to 7";"Mixed"
2;9;"Edge 2 to 9";"Mixed"
2;17;"Edge 2 to 17";"Mixed"
2;21;"Edge 2 to 21";"Mixed"
2;30;"Edge 2 to 30";"Mixed"
2;39;"Edge 2 to 39";"Mixed"
2;44;"Edge 2 to 44";"Mixed"
2;50;"Edge 2 to 50";"Mixed"
2;65;"Edge 2 to 65";"Mixed"
3;1;"Edge 3 to 1";"Mixed"
3;2;"Edge 3 to 2";"Mixed"
3;4;"Edge 3 to 4";"Mixed"
3;6;"Edge 3 to 6";"Mixed"
3;8;"Edge 3 to 8";"Mixed"
3;13;"Edge 3 to 13";"Mixed"
3;20;"Edge 3 to 20";"Mixed"
3;22;"Edge 3 to 22";"Mixed"
3;29;"Edge 3 to 29";"Mixed"
3;31;"Edge 3 to 31";"Mixed"
3;34;"Edge 3 to 34";"Mixed"
3;35;"Edge 3 to 35";"Mixed"
3;38;"Edge 3 to 38";"Mixed"
3;46;"Edge 3 to 46";"Mixed"
3;48;"Edge 3 to 48";"Mixed"
3;61;"Edge 3 to 61";"Mixed"
3;62;"Edge 3 to 62";"Mixed"
3;87;"Edge 3 to 87";"Mixed"
3;88;"Edge 3 to 88";"Mixed"
4;1;"Edge 4 to 1";"Mixed"
4;3;"Edge 4 to 3";"Mixed"
4;9;"Edge 4 to 9";"Mixed"
4;19;"Edge 4 to 19";"Mixed"
4;25;"Edge 4 to 25";"Mixed"
4;49;"Edge 4 to 49";"Mixed"
4;52;"Edge 4 to 52";"Mixed"
4;57;"Edge 4 to 57";"Mixed"
4;60;"Edge 4 to 60";"Mixed"
4;69;"Edge 4 to 69";"Mixed"
4;79;"Edge 4 to 79";"Mixed"
4;80;"Edge 4 to 80";"Mixed"
4;85;"Edge 4 to 85";"Mixed"
5;1;"Edge 5 to 1";"Mixed"
5;2;"Edge 5 to 2";"Mixed"
5;11;"Edge 5 to 11";"Mixed"
5;12;"Edge 5 to 12";"Mixed"
5;13;"Edge 5 to 13";"Mixed"
5;14;"Edge 5 to 14";"Mixed"
5;19;"Edge 5 to 19";"Mixed"
5;21;"Edge 5 to 21";"Mixed"
5;23;"Edge 5 to 23";"Mixed"
5;24;"Edge 5 to 24";"Mixed"
5;28;"Edge 5 to 28";"Mixed"
5;30;"Edge 5 to 30";"Mixed"
5;33;"Edge 5 to 33";"Mixed"
5;37;"Edge 5 to 37";"Mixed"
5;39;"Edge 5 to 39";"Mixed"
5;41;"Edge 5 to 41";"Mixed"
5;47;"Edge 5 to 47";"Mixed"
5;48;"Edge 5 to 48";"Mixed"
5;52;"Edge 5 to 52";"Mixed"
5;59;"Edge 5 to 59";"Mixed"
5;64;"Edge 5 to 64";"Mixed"
5;75;"Edge 5 to 75";"Mixed"
5;84;"Edge 5 to 84";"Mixed"
5;99;"Edge 5 to 99";"Mixed"
6;1;"Edge 6 to 1";"Mixed"
6;3;"Edge 6 to 3";"Mixed"
6;61;"Edge 6 to 61";"Mixed"
6;68;"Edge 6 to 68";"Mixed"
7;1;"Edge 7 to 1";"Mixed"
7;2;"Edge 7 to 2";"Mixed"
8;1;"Edge 8 to 1";"Mixed"
8;3;"Edge 8 to 3";"Mixed"
8;26;"Edge 8 to 26";"Mixed"
8;96;"Edge 8 to 96";"Mixed"
9;2;"Edge 9 to 2";"Mixed"
9;4;"Edge 9 to 4";"Mixed"
9;10;"Edge 9 to 10";"Mixed"
9;14;"Edge 9 to 14";"Mixed"
9;16;"Edge 9 to 16";"Mixed"
9;49;"Edge 9 to 49";"Mixed"
9;54;"Edge 9 to 54";"Mixed"
9;55;"Edge 9 to 55";"Mixed"
9;75;"Edge 9 to 75";"Mixed"
9;78;"Edge 9 to 78";"Mixed"
9;82;"Edge 9 to 82";"Mixed"
10;1;"Edge 10 to 1";"Mixed"
10;9;"Edge 10 to 9";"Mixed"
10;26;"Edge 10 to 26";"Mixed"
10;42;"Edge 10 to 42";"Mixed"
10;67;"Edge 10 to 67";"Mixed"
10;70;"Edge 10 to 70";"Mixed"
10;74;"Edge 10 to 74";"Mixed"
10;97;"Edge 10 to 97";"Mixed"
11;1;"Edge 11 to 1";"Mixed"
11;5;"Edge 11 to 5";"Mixed"
11;15;"Edge 11 to 15";"Mixed"
11;17;"Edge 11 to 17";"Mixed"
11;29;"Edge 11 to 29";"Mixed"
11;33;"Edge 11 to 33";"Mixed"
11;37;"Edge 11 to 37";"Mixed"
11;57;"Edge 11 to 57";"Mixed"
11;59;"Edge 11 to 59";"Mixed"
11;72;"Edge 11 to 72";"Mixed"
12;1;"Edge 12 to 1";"Mixed"
12;5;"Edge 12 to 5";"Mixed"
13;3;"Edge 13 to 3";"Mixed"
13;5;"Edge 13 to 5";"Mixed"
14;5;"Edge 14 to 5";"Mixed"
14;9;"Edge 14 to 9";"Mixed"
14;15;"Edge 14 to 15";"Mixed"
14;44;"Edge 14 to 44";"Mixed"
14;84;"Edge 14 to 84";"Mixed"
15;11;"Edge 15 to 11";"Mixed"
15;14;"Edge 15 to 14";"Mixed"
15;18;"Edge 15 to 18";"Mixed"
15;20;"Edge 15 to 20";"Mixed"
15;23;"Edge 15 to 23";"Mixed"
15;50;"Edge 15 to 50";"Mixed"
15;54;"Edge 15 to 54";"Mixed"
15;56;"Edge 15 to 56";"Mixed"
15;77;"Edge 15 to 77";"Mixed"
15;90;"Edge 15 to 90";"Mixed"
16;1;"Edge 16 to 1";"Mixed"
16;9;"Edge 16 to 9";"Mixed"
16;27;"Edge 16 to 27";"Mixed"
16;60;"Edge 16 to 60";"Mixed"
16;94;"Edge 16 to 94";"Mixed"
17;2;"Edge 17 to 2";"Mixed"
17;11;"Edge 17 to 11";"Mixed"
17;28;"Edge 17 to 28";"Mixed"
17;40;"Edge 17 to 40";"Mixed"
18;1;"Edge 18 to 1";"Mixed"
